S/N,Order_Date,TransactionID,CustomerID,ProductID,Quantity_Supplied,Discount(%)
3195,12/4/2020,DCLPS/3749,DCP/pop/5540,DCCP/Class M/1532,294,9
3196,12/7/2020,DCLPS/3750,DCP/pop/5629,DCCP/Class A/1485,304,1
3197,12/7/2020,DCLPS/3751,DCP/pop/5574,DCCP/Class A/1479,4,9
3198,12/7/2020,DCLPS/3752,DCP/pop/5529,DCCP/Class A/1487,266,1
3199,12/7/2020,DCLPS/3753,DCP/pop/5524,DCCP/Class J /1483,8,10
3200,12/7/2020,DCLPS/3754,DCP/pop/5531,DCCP/Class A/1485,252,2
3201,12/9/2020,DCLPS/3755,DCP/pop/5622,DCCP/Class H/1491,337,9
3202,12/9/2020,DCLPS/3756,DCP/pop/5624,DCCP/Class A/1484,95,0
3203,12/9/2020,DCLPS/3757,DCP/pop/5528,DCCP/Class A/1487,301,8
3204,12/9/2020,DCLPS/3758,DCP/pop/5586,DCCP/Class J /1475,212,6
3205,12/9/2020,DCLPS/3759,DCP/pop/5658,DCCP/Class A/1479,16,10
3206,12/10/2020,DCLPS/3760,DCP/pop/5582,DCCP/Class WT/1478,10,1
3207,12/10/2020,DCLPS/3761,DCP/pop/5623,DCCP/Class WT/1492,55,9
3208,12/10/2020,DCLPS/3762,DCP/pop/5592,DCCP/Class V/1505,122,0
3209,12/10/2020,DCLPS/3763,DCP/pop/5566,DCCP/Class V/1505,285,7
3210,12/10/2020,DCLPS/3764,DCP/pop/5583,DCCP/Class J /1549,77,4
3211,12/10/2020,DCLPS/3765,DCP/pop/5648,DCCP/Class J /1554,210,10
3212,12/10/2020,DCLPS/3766,DCP/pop/5490,DCCP/Class J /1488,148,3
3213,12/10/2020,DCLPS/3767,DCP/pop/5640,DCCP/Class J /1515,311,2
3214,12/10/2020,DCLPS/3768,DCP/pop/5488,DCCP/Class A/1484,233,4
3215,12/10/2020,DCLPS/3769,DCP/pop/5625,DCCP/Class A/1487,115,9
3216,12/10/2020,DCLPS/3770,DCP/pop/5522,DCCP/Class H/1491,243,0
3217,12/10/2020,DCLPS/3771,DCP/pop/5628,DCCP/Class J /1549,287,3
3218,12/10/2020,DCLPS/3772,DCP/pop/5630,DCCP/Class J /1554,17,9
3219,12/10/2020,DCLPS/3773,DCP/pop/5546,DCCP/Class J /1488,186,10
3220,12/10/2020,DCLPS/3774,DCP/pop/5588,DCCP/Class J /1515,54,6
3221,12/10/2020,DCLPS/3775,DCP/pop/5643,DCCP/Class A/1484,299,8
3222,12/10/2020,DCLPS/3776,DCP/pop/5597,DCCP/Class A/1487,103,0
3223,12/10/2020,DCLPS/3777,DCP/pop/5557,DCCP/Class H/1491,61,10
3224,12/10/2020,DCLPS/3778,DCP/pop/5570,DCCP/Class J /1481,331,10
3225,12/10/2020,DCLPS/3779,DCP/pop/5605,DCCP/Class J /1475,20,9
3226,12/10/2020,DCLPS/3780,DCP/pop/5531,DCCP/Class J /1475,16,1
3227,12/10/2020,DCLPS/3781,DCP/pop/5595,DCCP/Class H/1491,53,2
3228,12/10/2020,DCLPS/3782,DCP/pop/5638,DCCP/Class J /1515,9,8
3229,12/10/2020,DCLPS/3783,DCP/pop/5491,DCCP/Class J /1489,99,10
3230,12/10/2020,DCLPS/3784,DCP/pop/5606,DCCP/Class J /1488,332,1
3231,12/10/2020,DCLPS/3785,DCP/pop/5584,DCCP/Class J /1488,52,9
3232,12/10/2020,DCLPS/3786,DCP/pop/5596,DCCP/Class WT/1478,231,5
3233,12/10/2020,DCLPS/3787,DCP/pop/5577,DCCP/Class J /1488,320,6
3234,12/10/2020,DCLPS/3788,DCP/pop/5545,DCCP/Class J /1488,167,9
3235,12/10/2020,DCLPS/3789,DCP/pop/5490,DCCP/Class A/1485,248,2
3236,12/10/2020,DCLPS/3790,DCP/pop/5559,DCCP/Class A/1487,176,3
3237,12/10/2020,DCLPS/3791,DCP/pop/5497,DCCP/Class A/1484,248,7
3238,12/10/2020,DCLPS/3792,DCP/pop/5634,DCCP/Class A/1479,27,9
3239,12/10/2020,DCLPS/3793,DCP/pop/5639,DCCP/Class J /1494,138,10
3240,12/10/2020,DCLPS/3794,DCP/pop/5601,DCCP/Class A/1487,267,4
3241,12/10/2020,DCLPS/3795,DCP/pop/5512,DCCP/Class J /1494,84,4
3242,12/10/2020,DCLPS/3796,DCP/pop/5588,DCCP/Class WT/1478,63,3
3243,12/10/2020,DCLPS/3797,DCP/pop/5614,DCCP/Class J /1488,41,7
3244,12/10/2020,DCLPS/3798,DCP/pop/5625,DCCP/Class H/1491,268,3
3245,12/10/2020,DCLPS/3799,DCP/pop/5649,DCCP/Class H/1491,291,1
3246,12/10/2020,DCLPS/3800,DCP/pop/5529,DCCP/Class WT/1478,194,2
3247,12/10/2020,DCLPS/3801,DCP/pop/5485,DCCP/Class WT/1478,174,0
3248,12/10/2020,DCLPS/3802,DCP/pop/5514,DCCP/Class H/1550,78,5
3249,12/10/2020,DCLPS/3803,DCP/pop/5505,DCCP/Class V/1558,182,10
3250,12/10/2020,DCLPS/3804,DCP/pop/5620,DCCP/Class M/1518,20,7
3251,12/10/2020,DCLPS/3805,DCP/pop/5548,DCCP/Class J /1493,263,1
3252,12/10/2020,DCLPS/3806,DCP/pop/5554,DCCP/Class J /1481,150,5
3253,12/10/2020,DCLPS/3807,DCP/pop/5616,DCCP/Class J /1538,133,4
3254,12/10/2020,DCLPS/3808,DCP/pop/5552,DCCP/Class J /1483,347,7
3255,12/11/2020,DCLPS/3809,DCP/pop/5579,DCCP/Class A/1479,186,2
3256,12/11/2020,DCLPS/3810,DCP/pop/5529,DCCP/Class A/1487,286,7
3257,12/11/2020,DCLPS/3811,DCP/pop/5575,DCCP/Class A/1485,123,0
3258,12/11/2020,DCLPS/3812,DCP/pop/5626,DCCP/Class J /1475,182,2
3259,12/11/2020,DCLPS/3813,DCP/pop/5626,DCCP/Class WT/1478,90,8
3260,12/11/2020,DCLPS/3814,DCP/pop/5561,DCCP/Class J /1481,262,9
3261,12/11/2020,DCLPS/3815,DCP/pop/5605,DCCP/Class J /1483,329,2
3262,12/11/2020,DCLPS/3816,DCP/pop/5646,DCCP/Class J /1488,264,2
3263,12/14/2020,DCLPS/3817,DCP/pop/5647,DCCP/Class V/1496,143,8
3264,12/14/2020,DCLPS/3818,DCP/pop/5522,DCCP/Class V/1496,317,4
3265,12/14/2020,DCLPS/3819,DCP/pop/5607,DCCP/Class V/1496,58,4
3266,12/14/2020,DCLPS/3820,DCP/pop/5594,DCCP/Class J /1549,347,6
3267,12/14/2020,DCLPS/3821,DCP/pop/5595,DCCP/Class J /1554,45,7
3268,12/14/2020,DCLPS/3822,DCP/pop/5557,DCCP/Class J /1488,273,3
3269,12/14/2020,DCLPS/3823,DCP/pop/5531,DCCP/Class J /1515,154,3
3270,12/14/2020,DCLPS/3824,DCP/pop/5491,DCCP/Class A/1484,91,5
3271,12/14/2020,DCLPS/3825,DCP/pop/5492,DCCP/Class A/1487,60,2
3272,12/14/2020,DCLPS/3826,DCP/pop/5564,DCCP/Class H/1491,64,3
3273,12/14/2020,DCLPS/3827,DCP/pop/5516,DCCP/Class J /1549,324,9
3274,12/14/2020,DCLPS/3828,DCP/pop/5511,DCCP/Class J /1554,153,4
3275,12/14/2020,DCLPS/3829,DCP/pop/5484,DCCP/Class J /1488,139,0
3276,12/14/2020,DCLPS/3830,DCP/pop/5547,DCCP/Class J /1515,12,6
3277,12/14/2020,DCLPS/3831,DCP/pop/5553,DCCP/Class A/1484,199,9
3278,12/14/2020,DCLPS/3832,DCP/pop/5634,DCCP/Class A/1487,267,3
3279,12/14/2020,DCLPS/3833,DCP/pop/5575,DCCP/Class H/1491,66,8
3280,12/14/2020,DCLPS/3834,DCP/pop/5613,DCCP/Class J /1488,41,4
3281,12/14/2020,DCLPS/3835,DCP/pop/5632,DCCP/Class A/1487,216,4
3282,12/14/2020,DCLPS/3836,DCP/pop/5636,DCCP/Class A/1485,330,0
3283,12/14/2020,DCLPS/3837,DCP/pop/5621,DCCP/Class J /1475,168,8
3284,12/14/2020,DCLPS/3838,DCP/pop/5648,DCCP/Class J /1488,343,7
3285,12/14/2020,DCLPS/3839,DCP/pop/5632,DCCP/Class J /1537,104,7
3286,12/15/2020,DCLPS/3840,DCP/pop/5601,DCCP/Class A/1479,290,6
3287,12/15/2020,DCLPS/3841,DCP/pop/5597,DCCP/Class J /1488,21,0
3288,12/15/2020,DCLPS/3842,DCP/pop/5572,DCCP/Class WT/1478,268,7
3289,12/15/2020,DCLPS/3843,DCP/pop/5638,DCCP/Class H/1511,164,0
3290,12/15/2020,DCLPS/3844,DCP/pop/5628,DCCP/Class WT/1478,273,0
3291,12/15/2020,DCLPS/3845,DCP/pop/5491,DCCP/Class A/1479,236,3
3292,12/15/2020,DCLPS/3846,DCP/pop/5540,DCCP/Class J /1475,227,4
3293,12/15/2020,DCLPS/3847,DCP/pop/5631,DCCP/Class J /1483,178,8
3294,12/15/2020,DCLPS/3848,DCP/pop/5524,DCCP/Class A/1485,78,2
3295,12/16/2020,DCLPS/3849,DCP/pop/5510,DCCP/Class WT/1478,311,3
3296,12/16/2020,DCLPS/3850,DCP/pop/5536,DCCP/Class J /1549,332,8
3297,12/16/2020,DCLPS/3851,DCP/pop/5607,DCCP/Class J /1554,6,4
3298,12/16/2020,DCLPS/3852,DCP/pop/5583,DCCP/Class J /1488,67,1
3299,12/16/2020,DCLPS/3853,DCP/pop/5564,DCCP/Class J /1515,262,2
3300,12/16/2020,DCLPS/3854,DCP/pop/5600,DCCP/Class A/1484,114,4
3301,12/16/2020,DCLPS/3855,DCP/pop/5488,DCCP/Class A/1487,283,0
3302,12/16/2020,DCLPS/3856,DCP/pop/5624,DCCP/Class H/1513,238,1
3303,12/16/2020,DCLPS/3857,DCP/pop/5568,DCCP/Class A/1487,196,8
3304,12/16/2020,DCLPS/3858,DCP/pop/5601,DCCP/Class H/1511,200,8
3305,12/17/2020,DCLPS/3859,DCP/pop/5533,DCCP/Class WT/1492,319,1
3306,12/17/2020,DCLPS/3860,DCP/pop/5495,DCCP/Class J /1489,75,0
3307,12/17/2020,DCLPS/3861,DCP/pop/5594,DCCP/Class J /1481,321,3
3308,12/18/2020,DCLPS/3862,DCP/pop/5512,DCCP/Class A/1487,191,1
3309,12/18/2020,DCLPS/3863,DCP/pop/5491,DCCP/Class J /1488,291,7
3310,12/18/2020,DCLPS/3864,DCP/pop/5579,DCCP/Class J /1482,145,7
3311,12/18/2020,DCLPS/3865,DCP/pop/5506,DCCP/Class H/1510,116,2
3312,12/18/2020,DCLPS/3866,DCP/pop/5501,DCCP/Class J /1475,42,1
3313,12/18/2020,DCLPS/3867,DCP/pop/5500,DCCP/Class V/1543,192,8
3314,12/21/2020,DCLPS/3868,DCP/pop/5628,DCCP/Class J /1538,226,4
3315,12/21/2020,DCLPS/3869,DCP/pop/5543,DCCP/Class J /1489,324,1
3316,12/21/2020,DCLPS/3870,DCP/pop/5502,DCCP/Class WT/1526,26,10
3317,12/21/2020,DCLPS/3871,DCP/pop/5603,DCCP/Class H/1491,245,2
3318,12/21/2020,DCLPS/3872,DCP/pop/5494,DCCP/Class J /1481,260,3
3319,12/21/2020,DCLPS/3873,DCP/pop/5657,DCCP/Class J /1483,305,8
3320,12/21/2020,DCLPS/3874,DCP/pop/5633,DCCP/Class J /1475,323,6
3321,12/21/2020,DCLPS/3875,DCP/pop/5546,DCCP/Class J /1488,169,7
3322,12/21/2020,DCLPS/3876,DCP/pop/5503,DCCP/Class J /1488,299,0
3323,12/21/2020,DCLPS/3877,DCP/pop/5601,DCCP/Class A/1485,296,2
3324,12/21/2020,DCLPS/3878,DCP/pop/5533,DCCP/Class V/1505,269,9
3325,12/22/2020,DCLPS/3879,DCP/pop/5549,DCCP/Class J /1488,71,6
3326,12/22/2020,DCLPS/3880,DCP/pop/5499,DCCP/Class J /1483,300,7
3327,12/22/2020,DCLPS/3881,DCP/pop/5521,DCCP/Class A/1479,55,6
3328,12/22/2020,DCLPS/3882,DCP/pop/5621,DCCP/Class A/1479,111,10
3329,12/22/2020,DCLPS/3883,DCP/pop/5514,DCCP/Class A/1485,11,2
3330,12/23/2020,DCLPS/3884,DCP/pop/5650,DCCP/Class H/1510,307,5
3331,12/23/2020,DCLPS/3885,DCP/pop/5592,DCCP/Class J /1482,98,1
3332,12/23/2020,DCLPS/3886,DCP/pop/5615,DCCP/Class V/1505,29,8
3333,12/23/2020,DCLPS/3887,DCP/pop/5589,DCCP/Class V/1505,48,9
3334,12/24/2020,DCLPS/3888,DCP/pop/5620,DCCP/Class V/1505,89,5
3335,12/24/2020,DCLPS/3889,DCP/pop/5555,DCCP/Class J /1488,206,2
3336,12/24/2020,DCLPS/3890,DCP/pop/5507,DCCP/Class WT/1492,266,4
3337,12/24/2020,DCLPS/3891,DCP/pop/5642,DCCP/Class WT/1553,135,6
3338,12/30/2020,DCLPS/3892,DCP/pop/5582,DCCP/Class WT/1492,33,9
3339,12/31/2020,DCLPS/3893,DCP/pop/5534,DCCP/Class V/1496,317,10
3340,12/31/2020,DCLPS/3894,DCP/pop/5497,DCCP/Class V/1521,163,3
3341,12/31/2020,DCLPS/3895,DCP/pop/5627,DCCP/Class V/1567,151,1
3342,1/6/2021,DCLPS/3896,DCP/pop/5638,DCCP/Class J /1483,116,1
3343,1/6/2021,DCLPS/3897,DCP/pop/5623,DCCP/Class A/1485,4,6
3344,1/7/2021,DCLPS/3898,DCP/pop/5563,DCCP/Class WT/1526,117,2
3345,1/8/2021,DCLPS/3899,DCP/pop/5546,DCCP/Class A/1479,109,8
3346,1/8/2021,DCLPS/3900,DCP/pop/5635,DCCP/Class H/1517,269,6
3347,1/8/2021,DCLPS/3901,DCP/pop/5592,DCCP/Class J /1493,14,6
3348,1/11/2021,DCLPS/3902,DCP/pop/5592,DCCP/Class H/1511,303,8
3349,1/11/2021,DCLPS/3903,DCP/pop/5523,DCCP/Class WT/1478,215,1
3350,1/11/2021,DCLPS/3904,DCP/pop/5497,DCCP/Class A/1479,40,4
3351,1/11/2021,DCLPS/3905,DCP/pop/5614,DCCP/Class A/1487,305,10
3352,1/11/2021,DCLPS/3906,DCP/pop/5566,DCCP/Class A/1479,95,10
3353,1/11/2021,DCLPS/3907,DCP/pop/5586,DCCP/Class A/1487,120,10
3354,1/11/2021,DCLPS/3908,DCP/pop/5539,DCCP/Class A/1485,349,1
3355,1/11/2021,DCLPS/3909,DCP/pop/5485,DCCP/Class V/1543,134,2
3356,1/11/2021,DCLPS/3910,DCP/pop/5601,DCCP/Class V/1558,219,9
3357,1/11/2021,DCLPS/3911,DCP/pop/5505,DCCP/Class A/1484,312,9
3358,1/12/2021,DCLPS/3912,DCP/pop/5497,DCCP/Class A/1479,78,2
3359,1/12/2021,DCLPS/3913,DCP/pop/5554,DCCP/Class A/1487,161,4
3360,1/12/2021,DCLPS/3914,DCP/pop/5555,DCCP/Class A/1485,345,4
3361,1/12/2021,DCLPS/3915,DCP/pop/5540,DCCP/Class H/1512,30,5
3362,1/12/2021,DCLPS/3916,DCP/pop/5544,DCCP/Class H/1514,191,4
3363,1/12/2021,DCLPS/3917,DCP/pop/5492,DCCP/Class J /1488,116,0
3364,1/14/2021,DCLPS/3918,DCP/pop/5601,DCCP/Class H/1512,346,1
3365,1/14/2021,DCLPS/3919,DCP/pop/5503,DCCP/Class H/1514,210,4
3366,1/14/2021,DCLPS/3920,DCP/pop/5582,DCCP/Class A/1484,27,6
3367,1/14/2021,DCLPS/3921,DCP/pop/5493,DCCP/Class H/1514,313,6
3368,1/14/2021,DCLPS/3922,DCP/pop/5579,DCCP/Class A/1485,179,10
3369,1/14/2021,DCLPS/3923,DCP/pop/5652,DCCP/Class H/1514,26,4
3370,1/14/2021,DCLPS/3924,DCP/pop/5506,DCCP/Class WT/1526,52,6
3371,1/15/2021,DCLPS/3925,DCP/pop/5575,DCCP/Class M/1568,114,9
3372,1/15/2021,DCLPS/3926,DCP/pop/5606,DCCP/Class A/1485,30,3
3373,1/15/2021,DCLPS/3927,DCP/pop/5558,DCCP/Class A/1484,302,3
3374,1/15/2021,DCLPS/3928,DCP/pop/5492,DCCP/Class M/1568,84,7
3375,1/15/2021,DCLPS/3929,DCP/pop/5500,DCCP/Class H/1491,155,0
3376,1/15/2021,DCLPS/3930,DCP/pop/5653,DCCP/Class H/1512,266,2
3377,1/15/2021,DCLPS/3931,DCP/pop/5651,DCCP/Class M/1568,164,7
3378,1/15/2021,DCLPS/3932,DCP/pop/5510,DCCP/Class J /1475,211,8
3379,1/18/2021,DCLPS/3933,DCP/pop/5613,DCCP/Class H/1512,80,0
3380,1/18/2021,DCLPS/3934,DCP/pop/5642,DCCP/Class J /1488,295,3
3381,1/18/2021,DCLPS/3935,DCP/pop/5573,DCCP/Class H/1512,165,9
3382,1/18/2021,DCLPS/3936,DCP/pop/5521,DCCP/Class J /1488,269,9
3383,1/18/2021,DCLPS/3937,DCP/pop/5583,DCCP/Class H/1491,96,9
3384,1/18/2021,DCLPS/3938,DCP/pop/5536,DCCP/Class J /1483,146,0
3385,1/18/2021,DCLPS/3939,DCP/pop/5568,DCCP/Class J /1475,264,9
3386,1/18/2021,DCLPS/3940,DCP/pop/5621,DCCP/Class H/1514,168,5
3387,1/18/2021,DCLPS/3941,DCP/pop/5577,DCCP/Class A/1479,130,9
3388,1/18/2021,DCLPS/3942,DCP/pop/5574,DCCP/Class A/1485,9,3
3389,1/18/2021,DCLPS/3943,DCP/pop/5584,DCCP/Class H/1514,65,0
3390,1/18/2021,DCLPS/3944,DCP/pop/5537,DCCP/Class J /1494,40,2
3391,1/19/2021,DCLPS/3945,DCP/pop/5619,DCCP/Class H/1491,175,2
3392,1/19/2021,DCLPS/3946,DCP/pop/5629,DCCP/Class A/1479,203,7
3393,1/19/2021,DCLPS/3947,DCP/pop/5624,DCCP/Class H/1511,180,0
3394,1/20/2021,DCLPS/3948,DCP/pop/5567,DCCP/Class H/1514,338,10
3395,1/20/2021,DCLPS/3949,DCP/pop/5483,DCCP/Class J /1475,183,2
3396,1/20/2021,DCLPS/3950,DCP/pop/5555,DCCP/Class J /1488,268,9
3397,1/20/2021,DCLPS/3951,DCP/pop/5540,DCCP/Class A/1485,97,3
3398,1/21/2021,DCLPS/3952,DCP/pop/5616,DCCP/Class A/1485,52,9
3399,1/21/2021,DCLPS/3953,DCP/pop/5620,DCCP/Class M/1568,332,2
3400,1/21/2021,DCLPS/3954,DCP/pop/5585,DCCP/Class M/1568,276,6
3401,1/21/2021,DCLPS/3955,DCP/pop/5636,DCCP/Class J /1488,33,6
3402,1/22/2021,DCLPS/3956,DCP/pop/5648,DCCP/Class A/1485,327,2
3403,1/22/2021,DCLPS/3957,DCP/pop/5649,DCCP/Class V/1497,130,4
3404,1/22/2021,DCLPS/3958,DCP/pop/5536,DCCP/Class WT/1478,204,6
3405,1/22/2021,DCLPS/3959,DCP/pop/5634,DCCP/Class J /1475,339,0
3406,1/25/2021,DCLPS/3960,DCP/pop/5522,DCCP/Class M/1529,223,4
3407,1/25/2021,DCLPS/3961,DCP/pop/5538,DCCP/Class H/1550,337,4
3408,1/25/2021,DCLPS/3962,DCP/pop/5490,DCCP/Class H/1491,58,10
3409,1/25/2021,DCLPS/3963,DCP/pop/5638,DCCP/Class M/1568,220,4
3410,1/25/2021,DCLPS/3964,DCP/pop/5557,DCCP/Class H/1514,153,9
3411,1/26/2021,DCLPS/3965,DCP/pop/5501,DCCP/Class J /1475,204,2
3412,1/26/2021,DCLPS/3966,DCP/pop/5503,DCCP/Class J /1488,295,1
3413,1/26/2021,DCLPS/3967,DCP/pop/5478,DCCP/Class H/1514,315,7
3414,1/26/2021,DCLPS/3968,DCP/pop/5549,DCCP/Class H/1512,172,10
3415,1/26/2021,DCLPS/3969,DCP/pop/5535,DCCP/Class A/1479,21,7
3416,1/26/2021,DCLPS/3970,DCP/pop/5559,DCCP/Class J /1488,204,1
3417,1/27/2021,DCLPS/3971,DCP/pop/5515,DCCP/Class H/1512,341,9
3418,1/27/2021,DCLPS/3972,DCP/pop/5561,DCCP/Class J /1488,300,2
3419,1/27/2021,DCLPS/3973,DCP/pop/5487,DCCP/Class J /1488,326,8
3420,1/27/2021,DCLPS/3974,DCP/pop/5642,DCCP/Class H/1491,103,7
3421,1/27/2021,DCLPS/3975,DCP/pop/5505,DCCP/Class A/1480,74,0
3422,1/27/2021,DCLPS/3976,DCP/pop/5627,DCCP/Class J /1488,229,2
3423,1/27/2021,DCLPS/3977,DCP/pop/5635,DCCP/Class J /1483,41,3
3424,1/27/2021,DCLPS/3978,DCP/pop/5530,DCCP/Class H/1512,172,8
3425,1/27/2021,DCLPS/3979,DCP/pop/5602,DCCP/Class A/1487,289,0
3426,1/27/2021,DCLPS/3980,DCP/pop/5620,DCCP/Class H/1514,208,4
3427,1/27/2021,DCLPS/3981,DCP/pop/5543,DCCP/Class A/1479,17,3
3428,1/28/2021,DCLPS/3982,DCP/pop/5608,DCCP/Class A/1485,129,4
3429,1/28/2021,DCLPS/3983,DCP/pop/5645,DCCP/Class J /1488,73,4
3430,1/28/2021,DCLPS/3984,DCP/pop/5492,DCCP/Class J /1488,301,5
3431,1/28/2021,DCLPS/3985,DCP/pop/5626,DCCP/Class A/1487,26,2
3432,1/28/2021,DCLPS/3986,DCP/pop/5659,DCCP/Class J /1488,70,4
3433,1/28/2021,DCLPS/3987,DCP/pop/5528,DCCP/Class A/1479,228,7
3434,1/29/2021,DCLPS/3988,DCP/pop/5626,DCCP/Class H/1514,169,5
3435,1/29/2021,DCLPS/3989,DCP/pop/5524,DCCP/Class J /1494,324,9
3436,1/29/2021,DCLPS/3990,DCP/pop/5570,DCCP/Class WT/1478,61,7
3437,1/29/2021,DCLPS/3991,DCP/pop/5547,DCCP/Class J /1488,160,5
3438,1/29/2021,DCLPS/3992,DCP/pop/5567,DCCP/Class J /1488,207,10
3439,1/29/2021,DCLPS/3993,DCP/pop/5510,DCCP/Class H/1514,320,6
3440,1/29/2021,DCLPS/3994,DCP/pop/5581,DCCP/Class H/1514,6,3
3441,1/29/2021,DCLPS/3995,DCP/pop/5489,DCCP/Class J /1494,189,0
3442,1/29/2021,DCLPS/3996,DCP/pop/5639,DCCP/Class H/1514,188,10
3443,1/29/2021,DCLPS/3997,DCP/pop/5493,DCCP/Class H/1512,125,7
3444,1/29/2021,DCLPS/3998,DCP/pop/5591,DCCP/Class A/1484,152,10
3445,1/29/2021,DCLPS/3999,DCP/pop/5620,DCCP/Class H/1514,20,8
3446,1/29/2021,DCLPS/4000,DCP/pop/5634,DCCP/Class A/1485,293,2
3447,1/29/2021,DCLPS/4001,DCP/pop/5627,DCCP/Class A/1479,144,3
3448,1/29/2021,DCLPS/4002,DCP/pop/5570,DCCP/Class J /1488,336,5
3449,1/29/2021,DCLPS/4003,DCP/pop/5605,DCCP/Class J /1488,290,8
3450,1/29/2021,DCLPS/4004,DCP/pop/5658,DCCP/Class A/1485,188,4
3451,1/29/2021,DCLPS/4005,DCP/pop/5628,DCCP/Class J /1488,295,4
3452,1/29/2021,DCLPS/4006,DCP/pop/5567,DCCP/Class A/1487,278,6
3453,1/29/2021,DCLPS/4007,DCP/pop/5592,DCCP/Class J /1488,177,6
3454,1/29/2021,DCLPS/4008,DCP/pop/5561,DCCP/Class A/1485,43,9
3455,1/29/2021,DCLPS/4009,DCP/pop/5617,DCCP/Class J /1488,249,1
3456,1/29/2021,DCLPS/4010,DCP/pop/5646,DCCP/Class A/1487,344,4
3457,1/29/2021,DCLPS/4011,DCP/pop/5606,DCCP/Class A/1479,212,2
3458,1/29/2021,DCLPS/4012,DCP/pop/5484,DCCP/Class J /1483,50,0
3459,1/29/2021,DCLPS/4013,DCP/pop/5588,DCCP/Class J /1488,144,2
3460,1/29/2021,DCLPS/4014,DCP/pop/5525,DCCP/Class H/1514,348,8
3461,1/29/2021,DCLPS/4015,DCP/pop/5529,DCCP/Class A/1485,5,1
3462,1/29/2021,DCLPS/4016,DCP/pop/5634,DCCP/Class J /1488,213,6
3463,1/29/2021,DCLPS/4017,DCP/pop/5487,DCCP/Class H/1514,139,3
3464,1/29/2021,DCLPS/4018,DCP/pop/5489,DCCP/Class J /1488,85,5
3465,2/1/2021,DCLPS/4019,DCP/pop/5597,DCCP/Class J /1549,245,10
3466,2/1/2021,DCLPS/4020,DCP/pop/5601,DCCP/Class A/1479,305,8
3467,2/2/2021,DCLPS/4021,DCP/pop/5514,DCCP/Class H/1514,35,2
3468,2/2/2021,DCLPS/4022,DCP/pop/5622,DCCP/Class H/1514,198,6
3469,2/2/2021,DCLPS/4023,DCP/pop/5551,DCCP/Class H/1512,19,9
3470,2/2/2021,DCLPS/4024,DCP/pop/5504,DCCP/Class H/1514,159,0
3471,2/2/2021,DCLPS/4025,DCP/pop/5527,DCCP/Class H/1550,4,0
3472,2/2/2021,DCLPS/4026,DCP/pop/5491,DCCP/Class V/1505,73,5
3473,2/2/2021,DCLPS/4027,DCP/pop/5487,DCCP/Class H/1514,222,10
3474,2/3/2021,DCLPS/4028,DCP/pop/5491,DCCP/Class H/1550,96,9
3475,2/3/2021,DCLPS/4029,DCP/pop/5600,DCCP/Class H/1511,338,5
3476,2/3/2021,DCLPS/4030,DCP/pop/5500,DCCP/Class J /1489,142,2
3477,2/3/2021,DCLPS/4031,DCP/pop/5579,DCCP/Class J /1475,98,0
3478,2/3/2021,DCLPS/4032,DCP/pop/5526,DCCP/Class J /1482,225,3
3479,2/3/2021,DCLPS/4033,DCP/pop/5489,DCCP/Class A/1479,281,4
3480,2/4/2021,DCLPS/4034,DCP/pop/5594,DCCP/Class WT/1478,301,2
3481,2/4/2021,DCLPS/4035,DCP/pop/5629,DCCP/Class H/1512,59,5
3482,2/4/2021,DCLPS/4036,DCP/pop/5523,DCCP/Class A/1479,250,1
3483,2/4/2021,DCLPS/4037,DCP/pop/5505,DCCP/Class J /1488,306,1
3484,2/4/2021,DCLPS/4038,DCP/pop/5615,DCCP/Class J /1483,84,3
3485,2/4/2021,DCLPS/4039,DCP/pop/5642,DCCP/Class J /1475,184,5
3486,2/4/2021,DCLPS/4040,DCP/pop/5535,DCCP/Class WT/1478,133,9
3487,2/5/2021,DCLPS/4041,DCP/pop/5514,DCCP/Class H/1512,23,2
3488,2/5/2021,DCLPS/4042,DCP/pop/5637,DCCP/Class J /1488,105,7
3489,2/5/2021,DCLPS/4043,DCP/pop/5556,DCCP/Class A/1479,118,5
3490,2/5/2021,DCLPS/4044,DCP/pop/5547,DCCP/Class A/1487,169,1
3491,2/5/2021,DCLPS/4045,DCP/pop/5495,DCCP/Class J /1483,281,0
3492,2/5/2021,DCLPS/4046,DCP/pop/5589,DCCP/Class J /1488,345,5
3493,2/5/2021,DCLPS/4047,DCP/pop/5623,DCCP/Class J /1488,286,2
3494,2/5/2021,DCLPS/4048,DCP/pop/5478,DCCP/Class J /1488,51,6
3495,2/5/2021,DCLPS/4049,DCP/pop/5613,DCCP/Class J /1488,94,7
3496,2/5/2021,DCLPS/4050,DCP/pop/5505,DCCP/Class J /1489,57,5
3497,2/8/2021,DCLPS/4051,DCP/pop/5526,DCCP/Class WT/1478,57,5
3498,2/8/2021,DCLPS/4052,DCP/pop/5538,DCCP/Class J /1488,92,4
3499,2/8/2021,DCLPS/4053,DCP/pop/5541,DCCP/Class H/1512,71,5
3500,2/8/2021,DCLPS/4054,DCP/pop/5514,DCCP/Class J /1488,299,3
3501,2/8/2021,DCLPS/4055,DCP/pop/5533,DCCP/Class J /1488,217,5
3502,2/8/2021,DCLPS/4056,DCP/pop/5565,DCCP/Class J /1488,343,9
3503,2/8/2021,DCLPS/4057,DCP/pop/5616,DCCP/Class H/1514,61,5
